"","id","k","v"
"4899269",138501508,"highway","service"
"4899270",138501509,"highway","footway"
"4899271",138501511,"highway","service"
"4899272",138501512,"highway","service"
"4899273",138501513,"highway","footway"
"4899274",138501514,"highway","footway"
"4899275",138501515,"highway","footway"
"4899276",138501516,"highway","footway"
"4899277",138501517,"highway","footway"
"4899278",138501518,"highway","footway"
"4899279",138501519,"highway","footway"
"4899280",138501520,"highway","footway"
"4899281",138501522,"highway","footway"
"4899282",138501523,"highway","service"
"4899395",138507417,"highway","service"
"4899396",138507418,"highway","service"
"4899692",138542247,"highway","service"
"4899693",138542248,"highway","service"
"4899698",138542767,"highway","residential"
"4899699",138542767,"name","Blands Grove"
"4902053",138667619,"highway","residential"
"4902054",138667619,"name","Buckstone Drive"
"4902055",138667620,"bridge","yes"
"4902056",138667620,"highway","unclassified"
"4902057",138667620,"name","Calverley Cutting"
"4902058",138667623,"highway","residential"
"4902059",138667623,"name","Greenside"
"4902060",138667628,"access","yes"
"4902061",138667628,"bicycle","yes"
"4902062",138667628,"highway","bridleway"
"4902063",138667628,"motor_vehicle","no"
"4902064",138667629,"highway","footway"
"4902065",138667630,"highway","footway"
"4902066",138667631,"highway","service"
"4902067",138667633,"highway","footway"
"4902068",138667635,"highway","footway"
"4902069",138667636,"highway","footway"
"4902070",138667637,"highway","service"
"4902071",138667638,"highway","service"
"4902072",138667639,"highway","service"
"4903646",138776486,"highway","road"
"4905126",138898466,"highway","footway"
"4905127",138898467,"bridge","yes"
"4905128",138898467,"highway","footway"
"4905129",138898480,"highway","footway"
"4906485",139003579,"highway","secondary"
"4906486",139003579,"name","Newmarket Lane"
"4906487",139003579,"ref","B6135"
"4910750",139315083,"highway","trunk"
"4910751",139315083,"lit","yes"
"4910752",139315083,"maxspeed","40 mph"
"4910753",139315083,"name","Leeds Road"
"4910754",139315083,"ref","A660"
"4910755",139315084,"highway","unclassified"
"4910756",139315084,"name","Wigton Lane"
"4910757",139315085,"highway","residential"
"4910758",139315085,"name","Hilton Mews"
"4910759",139315086,"highway","residential"
"4910760",139315086,"name","Hilton Court"
"4910761",139315087,"highway","unclassified"
"4910762",139315087,"name","Arthington Road"
"4910763",139315088,"highway","tertiary"
"4910764",139315088,"maxspeed","30mph"
"4910765",139315088,"name","Linton Road"
"4910766",139315089,"footway","left"
"4910767",139315089,"highway","trunk"
"4910768",139315089,"lanes","2"
"4910769",139315089,"lit","yes"
"4910770",139315089,"maxspeed","50 mph"
"4910771",139315089,"name","Harrogate Road"
"4910772",139315089,"ref","A658"
"4910773",139315091,"highway","tertiary"
"4910774",139315091,"maxspeed","60 mph"
"4910775",139315091,"name","East Chevin Road"
"4910776",139315092,"highway","unclassified"
"4910777",139315092,"name","Eccup Lane"
"4910778",139315093,"highway","residential"
"4910779",139315093,"name","Hilton Grange"
"4910780",139315094,"highway","unclassified"
"4910781",139315094,"name","Arthington Road"
"4910782",139315095,"highway","residential"
"4910783",139315095,"name","Hilton Grange"
"4910784",139315096,"highway","tertiary"
"4910785",139315096,"name","Eastgate / Breary Lane"
"4910786",139315097,"highway","unclassified"
"4910787",139315097,"name","Eccup Moor Road"
"4910788",139315099,"footway","left"
"4910789",139315099,"highway","trunk"
"4910790",139315099,"lanes","2"
"4910791",139315099,"lit","yes"
"4910792",139315099,"maxspeed","50 mph"
"4910793",139315099,"name","Harrogate Road"
"4910794",139315099,"ref","A658"
"4919918",139885165,"foot","yes"
"4919919",139885165,"highway","footway"
"4919920",139885165,"name","Lincroft Court"
"4919921",139885165,"surface","asphalt"
"4919926",139885173,"foot","yes"
"4919927",139885173,"highway","footway"
"4919928",139885173,"surface","asphalt"
"4919974",139885843,"access","yes"
"4919975",139885843,"highway","service"
"4919976",139885843,"lit","no"
"4919977",139885843,"surface","compacted"
"4920007",139887220,"access","unknown"
"4920008",139887220,"highway","track"
"4922036",140027186,"foot","yes"
"4922037",140027186,"highway","footway"
"4922048",140030016,"highway","unclassified"
"4922049",140030016,"maxspeed","30 mph"
"4922050",140030016,"name","Pennythorne Drive"
"4922051",140030017,"highway","unclassified"
"4922052",140030017,"maxspeed","30 mph"
"4922053",140030017,"name","Pennythorne Court"
"4922054",140030019,"highway","unclassified"
"4922055",140030019,"maxspeed","30 mph"
"4922056",140030019,"name","Pennythorne Court"
"4922057",140030021,"highway","unclassified"
"4922058",140030021,"maxspeed","30 mph"
"4922059",140030021,"name","Pennythorne Drive"
"4922060",140030023,"highway","unclassified"
"4922061",140030023,"maxspeed","30 mph"
"4922062",140030023,"name","Pennythorne Drive"
"4922063",140030025,"highway","unclassified"
"4922064",140030025,"maxspeed","30 mph"
"4922065",140030025,"name","Gill Lane"
"4922130",140031528,"highway","service"
"4922259",140036581,"highway","service"
"4922261",140036588,"highway","unclassified"
"4922262",140036592,"highway","service"
"4922266",140037253,"foot","yes"
"4922267",140037253,"highway","footway"
"4922565",140061275,"highway","tertiary"
"4922566",140061275,"name","Cockshott Lane"
"4922567",140061275,"oneway","yes"
"4922570",140061277,"highway","service"
"4922571",140061280,"highway","footway"
"4922572",140061280,"surface","grass"
"4922573",140061283,"highway","primary_link"
"4922574",140061283,"maxspeed","40mph"
"4922575",140061283,"oneway","yes"
"4922576",140061284,"highway","service"
"4922577",140061285,"highway","primary_link"
"4922578",140061285,"maxspeed","40mph"
"4922579",140061285,"oneway","yes"
"4923929",140154688,"access","designated"
"4923930",140154688,"highway","service"
"4923931",140154688,"horse","yes"
"4923932",140154688,"lanes","2"
"4923933",140154688,"maxspeed","10 mph"
"4923934",140154688,"motor_vehicle","designated"
"4923935",140154688,"name","Savannah Way"
"4923936",140154688,"oneway","no"
"4923937",140154688,"surface","paved"
"4927272",140359481,"highway","footway"
"4927273",140359482,"highway","footway"
"4927281",140359626,"highway","footway"
"4927282",140359627,"highway","footway"
"4927872",140410135,"highway","service"
"4928793",140493086,"foot","yes"
"4928794",140493086,"highway","service"
"4928795",140493086,"name","Aquatite House Trading Estate"
"4928796",140493086,"oneway","no"
"4928926",140506195,"highway","residential"
"4928927",140506195,"name","Westgate Court"
"4928930",140506198,"highway","footway"
"4928996",140513104,"highway","residential"
"4930965",140684052,"highway","service"
"4930966",140684052,"oneway","no"
"4930967",140684052,"surface","paved"
"4930968",140684058,"highway","residential"
"4930969",140684058,"name","West Park"
"4930970",140684061,"highway","service"
"4930971",140684064,"highway","residential"
"4930972",140684064,"name","West Park"
"4931058",140689472,"access","permissive"
"4931059",140689472,"highway","service"
"4931060",140689479,"highway","trunk"
"4931061",140689479,"lit","yes"
"4931062",140689479,"maxspeed","40 mph"
"4931063",140689479,"name","Otley Bypass"
"4931064",140689479,"oneway","yes"
"4931065",140689479,"ref","A660"
"4931068",140689592,"access","yes"
"4931069",140689592,"highway","service"
"4931070",140689592,"surface","unpaved"
"4931154",140691961,"access","yes"
"4931155",140691961,"highway","service"
"4931156",140691991,"highway","pedestrian"
"4931157",140691991,"name","The Courtyard"
"4931239",140695664,"highway","service"
"4931336",140712635,"highway","residential"
"4931337",140712635,"name","Grange View"
"4931338",140712644,"highway","residential"
"4931339",140712644,"name","Grange View"
"4931340",140712653,"highway","service"
"4931341",140712675,"highway","footway"
"4931342",140712699,"highway","residential"
"4931343",140712699,"name","Prince Henrys Court"
"4931345",140712786,"highway","service"
"4931346",140712786,"oneway","yes"
"4931347",140712823,"highway","residential"
"4931348",140712823,"name","Prince Henrys Court"
"4931349",140712859,"highway","path"
"4931362",140713019,"highway","service"
"4931555",140728987,"highway","service"
"4931557",140729120,"highway","footway"
"4933914",140872888,"bridge","yes"
"4933915",140872888,"highway","tertiary"
"4933916",140872888,"lit","yes"
"4933917",140872888,"maxspeed","30 mph"
"4933918",140872888,"name","East Chevin Road"
"4933931",140873487,"highway","tertiary"
"4933932",140873487,"lit","yes"
"4933933",140873487,"maxspeed","30 mph"
"4933934",140873487,"name","Gay Lane"
"4933968",140873783,"highway","tertiary"
"4933969",140873783,"lit","yes"
"4933970",140873783,"maxspeed","30 mph"
"4933971",140873783,"name","Leeds Road"
"4933972",140873783,"ref","B6451"
"4933973",140873784,"highway","tertiary"
"4933974",140873784,"lit","yes"
"4933975",140873784,"maxspeed","30 mph"
"4933976",140873784,"name","Leeds Road"
"4933977",140873784,"ref","B6451"
"4933978",140873785,"highway","trunk"
"4933979",140873785,"junction","roundabout"
"4933980",140873785,"lit","yes"
"4933981",140873785,"maxspeed","30 mph"
"4933982",140873785,"name","Leeds Road"
"4933983",140873785,"ref","A660"
"4934024",140878984,"highway","track"
"4934025",140878991,"foot","yes"
"4934026",140878991,"footway","left"
"4934027",140878991,"highway","trunk"
"4934028",140878991,"incline","12.5%"
"4934029",140878991,"lanes","2"
"4934030",140878991,"lit","yes"
"4934031",140878991,"maxspeed","30 mph"
"4934032",140878991,"name","Pool Bank New Road"
"4934033",140878991,"ref","A658"
"4934070",140881112,"footway","both"
"4934071",140881112,"highway","trunk"
"4934072",140881112,"lanes","2"
"4934073",140881112,"lit","yes"
"4934074",140881112,"maxspeed","30 mph"
"4934075",140881112,"name","Main Street"
"4934076",140881112,"ref","A658"
"4934091",140883782,"highway","primary"
"4934092",140883782,"maxspeed","30 mph"
"4934093",140883782,"name","Pool Road"
"4934094",140883782,"ref","A659"
"4934095",140883790,"highway","tertiary"
"4934096",140883790,"name","Crossgate"
"4934097",140883794,"highway","tertiary"
"4934098",140883794,"name","Crossgate"
"4934103",140886451,"highway","tertiary"
"4934104",140886451,"name","West Chevin Road"
"4934105",140886455,"highway","tertiary"
"4934106",140886455,"name","Burras Lane"
"4934428",140922077,"foot","yes"
"4934429",140922077,"highway","footway"
"4934596",140961495,"highway","residential"
"4934597",140961495,"maxspeed","30 mph"
"4934598",140961495,"name","Albert Square"
"4934599",140961496,"highway","residential"
"4934600",140961496,"maxspeed","30 mph"
"4934601",140961496,"name","Club Row"
"4934648",140964227,"highway","residential"
"4934649",140964227,"maxspeed","30 mph"
"4934650",140964227,"name","Shaw Lane"
"4934651",140964231,"foot","yes"
"4934652",140964231,"highway","bridleway"
"4934653",140964231,"name","Shaw Lane"
"4934654",140964234,"highway","residential"
"4934655",140964234,"maxspeed","30 mph"
"4934656",140964234,"name","Shaw Lane Gardens"
"4949960",141871256,"highway","residential"
"4949961",141871256,"name","Derwent Avenue"
"4949962",141871256,"oneway","no"
"4950110",141872737,"highway","residential"
"4950111",141872737,"name","Grange Avenue"
"4950112",141872737,"oneway","no"
"4950189",141874177,"highway","residential"
"4950190",141874177,"name","Rydal Avenue"
"4950191",141874177,"oneway","no"
"4950196",141875037,"highway","residential"
"4950197",141875037,"name","Lindsay Road"
"4950235",141876473,"highway","residential"
"4950236",141876473,"name","Springmead Drive"
"4950237",141876473,"oneway","no"
"4950244",141878271,"highway","residential"
"4950245",141878271,"name","Burnham Road"
"4950246",141878271,"oneway","no"
"4950253",141881023,"highway","residential"
"4950254",141881023,"name","Wharfedale Crescent"
"4950255",141881023,"oneway","no"
"4950288",141885269,"highway","residential"
"4950289",141885269,"name","Highfield Drive"
"4950290",141885269,"oneway","no"
"4950291",141885585,"highway","residential"
"4950292",141885585,"name","Pentland Drive"
"4950293",141885585,"oneway","no"
"4950295",141885663,"highway","residential"
"4950296",141885663,"name","Richmond Way"
"4950297",141885663,"oneway","no"
"4950298",141885833,"highway","residential"
"4950299",141885833,"name","Templars Way"
"4950300",141885833,"oneway","no"
"4950301",141886378,"highway","residential"
"4950302",141886381,"highway","residential"
"4950303",141886381,"name","Purbeck Grove"
"4950312",141887918,"highway","residential"
"4950313",141887918,"name","Avon Drive"
"4950314",141888401,"highway","residential"
"4950315",141888401,"name","Windermere Drive"
"4950316",141888401,"oneway","no"
"4950318",141889147,"highway","residential"
"4950319",141889147,"name","Collingham Drive"
"4950320",141890497,"highway","residential"
"4950321",141890497,"name","Glendale Avenue"
"4950322",141890497,"oneway","no"
"4950325",141890741,"highway","residential"
"4950369",141891265,"highway","residential"
"4950370",141891265,"name","Paddock Close"
"4950373",141891405,"highway","residential"
"4950374",141891405,"name","Medway Avenue"
"4950389",141891465,"highway","residential"
"4950390",141891465,"name","Glebelands Close"
"4950392",141891543,"highway","residential"
"4950393",141891543,"name","Meriden Avenue"
"4950394",141891608,"highway","residential"
"4950395",141891608,"name","Holman Avenue"
"4950426",141892112,"highway","residential"
"4950427",141892112,"name","Oakfield Close"
"4950429",141892215,"highway","residential"
"4950430",141892215,"name","St Marys Close"
"4950431",141892322,"highway","residential"
"4950432",141892322,"name","Rectory Close"
"4950439",141892510,"highway","residential"
"4950440",141892510,"name","Gainford Drive"
"4950497",141893067,"highway","residential"
"4950498",141893067,"name","Ashlea Close"
"4950499",141893277,"highway","residential"
"4950500",141893277,"name","Beverley Walk"
"4950554",141895328,"highway","residential"
"4950555",141895328,"name","Ninelands Spur"
"4950567",141897927,"highway","residential"
"4950568",141897927,"name","Oak Road"
"4950572",141898618,"highway","residential"
"4950573",141898618,"name","Oak Royd"
"4950574",141898619,"highway","residential"
"4950575",141898619,"name","Oak Avenue"
"4950576",141898620,"highway","residential"
"4950577",141898620,"name","Oak Drive"
"4950578",141898621,"highway","residential"
"4950579",141898621,"name","Oak Avenue"
"4950580",141898622,"highway","residential"
"4950581",141898622,"name","Oak Drive"
"4950582",141900390,"highway","unclassified"
"4950583",141900391,"highway","residential"
"4950584",141900391,"oneway","yes"
"4950845",141938211,"highway","residential"
"4950846",141938211,"name","Church Gardens"
"4950850",141938959,"highway","residential"
"4950851",141938959,"name","Church Approach"
"4950852",141938963,"highway","residential"
"4950853",141938963,"name","Church Place"
"4950854",141940584,"highway","residential"
"4950855",141940584,"name","Church Square"
"4950856",141941997,"highway","residential"
"4950857",141941997,"name","The Meade"
"4950858",141942909,"highway","residential"
"4950859",141942909,"name","Croft Foulds Court"
"4950860",141943467,"highway","residential"
"4950861",141943467,"name","Oak Crescent"
"4950862",141943747,"highway","residential"
"4950863",141943747,"name","Oak Grove"
"4950864",141944418,"highway","residential"
"4950865",141944418,"name","Marlowe Court"
"4950869",141945368,"highway","residential"
"4950870",141945370,"highway","residential"
"4950871",141945370,"name","Station Close"
"4950874",141948919,"highway","unclassified"
"4950875",141948919,"name","Lotherton Way"
"4950876",141948921,"highway","residential"
"4950877",141948921,"name","Parkinson Approach"
"4950878",141948923,"highway","residential"
"4950883",141950162,"highway","unclassified"
"4950884",141950162,"name","Ash Lane"
"4950892",141952701,"highway","unclassified"
"4950893",141952702,"highway","unclassified"
"4950894",141952702,"name","Fusion Point"
"4950895",141952959,"highway","service"
"4950896",141952959,"name","Fusion Court"
"4950908",141953515,"highway","residential"
"4950909",141953515,"name","Hanbury Gardens"
"4950910",141953521,"highway","residential"
"4950921",141957388,"highway","residential"
"4950922",141957388,"name","Barrowby Lane"
"4950923",141957389,"highway","residential"
"4950924",141957389,"name","Station Court"
"4950925",141957568,"highway","residential"
"4950926",141957568,"name","Saxton Court"
"4950933",141957849,"highway","residential"
"4950934",141957849,"name","White Rose Avenue"
"4950935",141958081,"highway","residential"
"4950936",141958081,"name","White Rose Way"
"4950945",141958633,"highway","residential"
"4950946",141958633,"name","White Rose Mead"
"4951043",141974239,"highway","residential"
"4951044",141974239,"name","Dale Croft"
"4951050",141974408,"highway","residential"
"4951051",141974408,"name","Barrowby View"
"4951052",141974410,"highway","residential"
"4951058",141979256,"highway","service"
"4951059",141979258,"highway","service"
"4951060",141979258,"name","Beaconsfield Court"
"4951091",141982782,"highway","residential"
"4951092",141982782,"name","Salem Place"
"4951093",141982783,"highway","residential"
"4951094",141982783,"name","Chapel Close"
"4951095",141982784,"highway","residential"
"4951096",141982784,"name","Salem Place"
"4951104",141985108,"highway","residential"
"4951105",141985108,"name","Chapel Lane"
"4951117",141988746,"highway","service"
"4951118",141988746,"oneway","yes"
"4951119",141988747,"highway","residential"
"4951120",141988747,"name","Oak Place"
"4951121",141988753,"highway","residential"
"4951122",141988753,"name","Oak Place"
"4951149",141990571,"highway","residential"
"4951150",141990571,"name","Fidler Close"
"4951151",141991434,"highway","residential"
"4951152",141991434,"name","Greensway"
"4951153",141992609,"highway","residential"
"4951154",141992609,"name","Mortimer Close"
"4951166",141993583,"highway","residential"
"4951167",141993587,"highway","residential"
"4951168",141993587,"name","Moorland Terrace"
"4951214",142003241,"highway","residential"
"4951215",142003241,"name","Lowther Road"
"4951217",142004408,"highway","residential"
"4951218",142004408,"name","Lowther Drive"
"4951219",142004409,"highway","residential"
"4951220",142004409,"name","Lowther Grove"
"4951221",142005495,"highway","residential"
"4951222",142005495,"name","Lowther Avenue"
"4951223",142005496,"highway","residential"
"4951298",142005767,"highway","residential"
"4951299",142006190,"highway","service"
"4951300",142006192,"highway","service"
"4951301",142006193,"highway","service"
"4951302",142006469,"highway","residential"
"4951303",142006469,"name","Rose Court"
"4951320",142006651,"highway","residential"
"4951321",142006651,"name","Hazel Mews"
"4951322",142007809,"highway","residential"
"4951323",142007809,"name","Kentmere Avenue"
"4951324",142008706,"highway","residential"
"4951325",142008706,"name","Ribblesdale Avenue"
"4951326",142008707,"highway","residential"
"4951327",142008707,"name","Nidderdale Close"
"4951328",142008948,"highway","residential"
"4951329",142008948,"name","Severn Drive"
"4951338",142009828,"highway","residential"
"4951339",142009828,"name","Cherwell Croft"
"4951342",142011492,"highway","residential"
"4951343",142011492,"name","Shaw Close"
"4951344",142012365,"highway","residential"
"4951345",142012365,"name","Severn Drive"
"4951346",142014637,"highway","residential"
"4951347",142014637,"name","Greenacre Court"
"4951348",142015101,"highway","residential"
"4951349",142015101,"name","Cricketers Close"
"4951383",142018681,"highway","residential"
"4951384",142018681,"name","Cotswold Drive"
"4951385",142018928,"highway","residential"
"4951386",142018928,"name","Ashbourne Crescent"
"4951387",142019120,"highway","residential"
"4951388",142019120,"name","Carlton Drive"
"4951389",142019218,"highway","residential"
"4951390",142019218,"name","Farndale Court"
"4951391",142019253,"highway","residential"
"4951392",142019253,"name","Manley Court"
"4951396",142019560,"highway","residential"
"4951397",142019560,"name","Arran Drive"
"4951398",142019561,"highway","residential"
"4951399",142019561,"name","Cheviot Court"
"4951413",142020291,"highway","residential"
"4951414",142020291,"name","Arran Court"
"4951417",142021299,"highway","residential"
"4951418",142021299,"name","Long Meadows"
"4951422",142021518,"highway","residential"
"4951423",142021518,"name","Long Meadow Gate"
"4951424",142021867,"highway","residential"
"4951425",142021867,"name","Long Meadow Court"
"4951426",142022167,"highway","residential"
"4951427",142022167,"name","The Lea"
"4951434",142023296,"highway","residential"
"4951435",142023296,"name","Chiltern Close"
"4951436",142023534,"highway","residential"
"4951437",142023534,"name","Chiltern Court"
"4951438",142024025,"highway","residential"
"4951439",142024025,"name","Mendip Close"
"4951532",142027865,"highway","residential"
"4951533",142027865,"name","Lidgett Court"
"4951554",142028237,"highway","service"
"4951592",142028277,"highway","residential"
"4951593",142028277,"name","Coupland Road"
"4951610",142028413,"highway","residential"
"4951611",142028413,"name","Halliday Road"
"4951614",142028461,"highway","residential"
"4951637",142028787,"highway","residential"
"4951638",142028787,"name","Cyprus Grove"
"4951639",142028788,"highway","residential"
"4951640",142028789,"highway","residential"
"4951641",142028789,"name","Cyprus Road"
"4951642",142028790,"highway","residential"
"4951643",142028917,"highway","residential"
"4951644",142028917,"name","Cyprus Terrace"
"4951651",142029192,"highway","residential"
"4951666",142029388,"highway","residential"
"4951667",142029388,"name","Farfield Court"
"4951668",142029713,"highway","residential"
"4951669",142029713,"name","Queensway"
"4951670",142029714,"highway","residential"
"4951684",142029864,"highway","residential"
"4951685",142029864,"name","Lyndon Avenue"
"4951686",142029865,"highway","residential"
"4951712",142029943,"highway","residential"
"4951713",142029943,"name","Providence Place"
"4951714",142029944,"highway","residential"
"4951715",142029963,"highway","residential"
"4951716",142029963,"name","Woodleigh Avenue"
"4951743",142030180,"highway","residential"
"4951744",142030180,"name","Beech Grove Avenue"
"4951745",142030289,"highway","residential"
"4951746",142030289,"name","Barleyhill Lane"
"4951755",142030440,"highway","residential"
"4951756",142030440,"name","Beech Grove Terrace"
"4951757",142030527,"highway","residential"
"4951764",142030703,"highway","residential"
"4951765",142030704,"highway","residential"
"4951767",142030822,"highway","residential"
"4951768",142030822,"name","Strawberry Avenue"
"4951769",142031057,"highway","residential"
"4951770",142031057,"name","Barleyhill Crescent"
"4951771",142031234,"highway","residential"
"4951781",142031541,"highway","residential"
"4951782",142031541,"name","Summerhill Road"
"4951783",142031545,"highway","residential"
"4951784",142031545,"name","Summerhill Grove"
"4952005",142042840,"highway","residential"
"4952006",142042840,"name","Brierlands Close"
"4952017",142043061,"highway","residential"
"4952018",142043061,"name","Brierlands Fold"
"4952019",142043097,"highway","residential"
"4952020",142043127,"highway","residential"
"4952046",142044488,"highway","residential"
"4952047",142044489,"highway","residential"
"4952048",142044490,"highway","residential"
"4952049",142044491,"highway","residential"
"4952050",142044492,"highway","residential"
"4952051",142044493,"highway","service"
"4952052",142044493,"name","Isabella Road"
"4952053",142044494,"highway","residential"
"4952073",142044757,"highway","service"
"4952074",142044760,"highway","service"
"4952075",142044763,"highway","residential"
"4952076",142044763,"name","Cedar Ridge"
"4952077",142044764,"highway","service"
"4952081",142044906,"highway","residential"
"4952082",142044906,"name","Silkstone Close"
"4952083",142044907,"highway","residential"
"4952084",142044907,"name","Silkstone Close"
"4952087",142044930,"highway","residential"
"4952088",142044930,"name","Moule Rise"
"4952091",142044943,"highway","residential"
"4952092",142044943,"name","Anning Fold"
"4952096",142045075,"highway","residential"
"4952097",142045075,"name","Woodbridge Avenue"
"4952098",142045338,"highway","residential"
"4952099",142045338,"name","East Ridge View"
"4952104",142045648,"highway","residential"
"4952105",142045648,"name","Brierlands Lane"
"4952106",142045649,"highway","residential"
"4952107",142045649,"name","Ashley Park Mews"
"4952128",142046785,"highway","residential"
"4952129",142046785,"name","Braemar Drive"
"4952145",142046854,"highway","residential"
"4952146",142046854,"name","Invargarry Close"
"4952147",142046898,"highway","residential"
"4952148",142046899,"highway","residential"
"4952149",142046899,"name","Muncaster Road"
"4952151",142047040,"highway","residential"
"4952152",142047041,"highway","residential"
"4952153",142047041,"name","Glamis Close"
"4952157",142047124,"highway","residential"
"4952158",142047125,"highway","residential"
"4952159",142047125,"name","Gilling Avenue"
"4952239",142047566,"highway","residential"
"4952240",142047566,"name","Sturton Lane"
"4952241",142047567,"highway","residential"
"4952242",142047567,"name","New Sturton Lane"
"4952248",142047777,"highway","residential"
"4952249",142047777,"name","Sturton Lane"
"4952254",142048400,"highway","residential"
"4952255",142048400,"name","Sturton Avenue"
"4952268",142048509,"highway","residential"
"4952269",142048509,"name","Carisbrooke Lane"
"4952270",142048581,"highway","residential"
"4952271",142048581,"name","Bodiham Hill"
"4952272",142048630,"highway","residential"
"4952273",142048630,"name","Arundel Street"
"4952274",142048700,"highway","residential"
"4952275",142048700,"name","Dunrobin Avenue"
"4952279",142049021,"highway","residential"
"4952280",142049021,"name","Pomfret Place"
"4953263",142064379,"highway","footway"
"4953264",142064381,"highway","footway"
"4953265",142064382,"highway","footway"
"4953266",142064383,"highway","footway"
"4953267",142064384,"highway","footway"
"4953268",142064385,"highway","footway"
"4953269",142064386,"highway","footway"
"4953270",142064387,"highway","footway"
"4953271",142064388,"highway","footway"
"4953272",142064389,"highway","footway"
"4953273",142064390,"highway","footway"
"4953274",142064392,"highway","footway"
"4953275",142064393,"highway","footway"
"4953276",142064394,"highway","footway"
"4953277",142064395,"highway","footway"
"4953281",142064399,"highway","footway"
"4953864",142142771,"highway","residential"
"4953865",142142771,"name","Green Lane"
"4953868",142144379,"highway","residential"
"4953869",142144379,"name","Pickering Avenue"
"4953874",142144492,"highway","residential"
"4953875",142144492,"name","Bolsover Close"
"4953876",142144961,"highway","residential"
"4953877",142144964,"highway","residential"
"4953878",142144964,"name","Sturton Grange Lane"
"4953879",142145321,"highway","residential"
"4953889",142145456,"highway","residential"
"4953890",142145456,"name","The Grange"
"4953891",142145457,"highway","residential"
"4953892",142145457,"name","The Chase"
"4953893",142145996,"highway","residential"
"4953894",142145996,"name","Skipton Rise"
"4953895",142146110,"highway","residential"
"4953896",142146110,"name","Harlech Way"
"4953897",142146814,"highway","residential"
"4953898",142146814,"name","Caernarvon Avenue"
"4953899",142146922,"highway","residential"
"4953900",142146922,"name","Windsor Green"
"4953903",142147106,"highway","residential"
"4953904",142147106,"name","Edinburgh Place"
"4953928",142147614,"highway","residential"
"4953929",142147614,"name","Ludlow Avenue"
"4953930",142148014,"highway","residential"
"4953931",142148014,"name","Spofforth Walk"
"4953953",142148259,"highway","residential"
"4953954",142148260,"highway","residential"
"4953955",142148260,"name","Athlone Rise"
"4953956",142148528,"highway","residential"
"4953957",142148528,"name","Appleby Lane"
"4953958",142148529,"highway","residential"
"4953959",142148529,"name","Chepstow Close"
"4953962",142148610,"highway","residential"
"4953963",142148762,"highway","residential"
"4953964",142148762,"name","Inverness Road"
"4953965",142148841,"highway","residential"
"4953966",142148841,"name","Conisborough Lane"
"4953967",142148873,"highway","residential"
"4953968",142148873,"name","Dover Street"
"4953969",142149327,"highway","residential"
"4953970",142149327,"name","James Close"
"4953971",142149344,"highway","residential"
"4953972",142149344,"name","The Garth"
"4953973",142149394,"highway","residential"
"4953974",142149394,"name","Montague Place"
"4953977",142149473,"highway","residential"
"4953978",142150249,"highway","residential"
"4953979",142150249,"name","Montague Crescent"
"4953982",142150376,"highway","residential"
"4953983",142150663,"highway","residential"
"4953984",142150663,"name","The Crescent"
"4953985",142150664,"highway","residential"
"4953986",142150664,"name","The Crescent"
"4953987",142150717,"highway","residential"
"4953988",142150725,"highway","residential"
"4953989",142150732,"highway","residential"
"4953990",142150733,"highway","residential"
"4953991",142151000,"highway","residential"
"4953992",142151000,"name","Firthfields"
"4953993",142151107,"highway","residential"
"4953994",142151107,"name","Stirling Way"
"4953995",142151384,"highway","residential"
"4953996",142151384,"name","Greenlane Villas"
"4955348",142213572,"highway","service"
"4955349",142213576,"highway","service"
"4955350",142213577,"highway","service"
"4955351",142213577,"lit","yes"
"4955352",142213577,"maxspeed","10 mph"
"4955353",142213578,"highway","service"
"4955354",142213580,"highway","footway"
"4955355",142213582,"highway","service"
"4955356",142213583,"highway","unclassified"
"4955357",142213583,"maxspeed","20 mph"
"4955358",142213583,"name","Alma Street"
"4955953",142264644,"highway","residential"
"4955954",142264644,"name","Elliott Court"
"4955955",142264645,"highway","residential"
"4955956",142264645,"name","Glenlea Close"
"4955957",142264646,"highway","residential"
"4955958",142264646,"name","Glenlea Gardens"
"4955959",142264647,"highway","residential"
"4955960",142264647,"name","Glenlea Gardens"
"4955961",142264649,"highway","residential"
"4955962",142264649,"name","Mount Pleasant"
"4955963",142264653,"highway","residential"
"4955964",142264653,"name","Whitecote Rise"
"4955965",142264654,"highway","footway"
"4956053",142269730,"highway","service"
"4956054",142269731,"highway","footway"
"4956055",142269732,"highway","track"
"4956088",142271330,"highway","residential"
"4956089",142271330,"oneway","yes"
"4956720",142316568,"highway","residential"
"4956721",142316568,"name","Bryan Street North"
"4956722",142316571,"highway","residential"
"4956723",142316571,"name","Carr Hill Rise"
"4956724",142316572,"highway","residential"
"4956725",142316572,"name","Coal Hill Green"
"4956729",142316580,"highway","residential"
"4956730",142316580,"name","Priesthorpe Court"
"4956731",142316589,"highway","footway"
"4956732",142316592,"highway","footway"
"4956733",142316596,"bridge","yes"
"4956734",142316596,"highway","steps"
"4956735",142316597,"bridge","yes"
"4956736",142316597,"highway","footway"
"4956737",142316598,"highway","service"
"4956738",142316601,"bridge","yes"
"4956739",142316601,"highway","steps"
"4956740",142316605,"highway","footway"
"4956741",142316606,"highway","service"
"4956742",142316611,"highway","track"
"4956743",142316613,"highway","track"
"4956753",142318675,"highway","service"
"4956754",142318675,"oneway","yes"
"4956755",142318676,"highway","footway"
"4956756",142318677,"highway","service"
